country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Niger,Africa,1997,51.313,9666252,5.803.052.092,NER,562
Niger,Africa,2002,54.496,11140655,6.010.745.012,NER,562
Niger,Africa,2007,56.867,12894865,6.196.768.923.999.990,NER,562
Nigeria,Africa,1952,36.324,33119096,1.077.281.856,NGA,566
Nigeria,Africa,1957,37.802,37173340,11.005.925.630.000.000,NGA,566
Nigeria,Africa,1962,39.36,41871351,11.509.274.779.999.900,NGA,566
Nigeria,Africa,1967,41.04,47287752,10.145.141.039.999.900,NGA,566
Nigeria,Africa,1972,42.821.000.000.000.000,53740085,16.983.888.379.999.900,NGA,566
Nigeria,Africa,1977,44.513.999.999.999.900,62209173,19.819.518.059.999.900,NGA,566
Nigeria,Africa,1982,45.826,73039376,157.697.375,NGA,566
Nigeria,Africa,1987,46.886,81551520,1.385.029.563,NGA,566
Nigeria,Africa,1992,47.472,93364244,1.619.848.217,NGA,566
Nigeria,Africa,1997,47.464,106207839,1.624.941.275,NGA,566
Nigeria,Africa,2002,46.608.000.000.000.000,119901274,16.152.863.949.999.900,NGA,566
Nigeria,Africa,2007,46.858.999.999.999.900,135031164,20.139.773.050.000.000,NGA,566
Norway,Europe,1952,72.67,3327728,1.009.542.172,NOR,578
Norway,Europe,1957,73.44,3491938,1.165.397.304,NOR,578
Norway,Europe,1962,73.47,3638919,1.345.040.151,NOR,578
Norway,Europe,1967,74.08,3786019,1.636.187.647,NOR,578
Norway,Europe,1972,74.34,3933004,1.896.505.551,NOR,578
Norway,Europe,1977,75.37,4043205,2.331.134.939,NOR,578
Norway,Europe,1982,75.97,4114787,26.298.635.309.999.900,NOR,578
Norway,Europe,1987,75.89,4186147,315.409.748,NOR,578
Norway,Europe,1992,77.32,4286357,3.396.566.115,NOR,578
Norway,Europe,1997,78.32,4405672,4.128.316.433,NOR,578
Norway,Europe,2002,79.05,4535591,4.468.397.525,NOR,578
Norway,Europe,2007,80.196,4627926,4.935.719.017,NOR,578
Oman,Asia,1952,37.578,507833,1.828.230.307,OMN,512
Oman,Asia,1957,40.08,561977,2.242.746.551,OMN,512
Oman,Asia,1962,43.165,628164,2.924.638.113,OMN,512
Oman,Asia,1967,46.988,714775,4.720.942.687,OMN,512
Oman,Asia,1972,52.143,829050,1.061.803.855,OMN,512
Oman,Asia,1977,57.367,1004533,11.848.343.920.000.000,OMN,512
Oman,Asia,1982,62.728,1301048,12.954.791.009.999.900,OMN,512
Oman,Asia,1987,67.734,1593882,18.115.223.130.000.000,OMN,512
Oman,Asia,1992,71.197,1915208,1.861.670.691,OMN,512
Oman,Asia,1997,72.499,2283635,19.702.055.809.999.900,OMN,512
Oman,Asia,2002,74.193,2713462,1.977.483.687,OMN,512
Oman,Asia,2007,75.64,3204897,2.231.619.287,OMN,512
Pakistan,Asia,1952,4.343.600.000.000.000,41346560,6.845.971.437.999.990,PAK,586
Pakistan,Asia,1957,45.556.999.999.999.900,46679944,7.470.835.292,PAK,586
Pakistan,Asia,1962,47.67,53100671,8.033.427.418,PAK,586
Pakistan,Asia,1967,49.8,60641899,9.424.082.588,PAK,586
Pakistan,Asia,1972,51.928.999.999.999.900,69325921,1.049.938.981,PAK,586
Pakistan,Asia,1977,54.043,78152686,1.175.921.193,PAK,586
Pakistan,Asia,1982,56.158,91462088,1.443.429.832,PAK,586
Pakistan,Asia,1987,58.245,105186881,1.704.686.583,PAK,586
Pakistan,Asia,1992,60.838,120065004,19.718.294.640.000.000,PAK,586
Pakistan,Asia,1997,61.818.000.000.000.000,135564834,20.493.505.210.000.000,PAK,586
Pakistan,Asia,2002,63.61,153403524,2.092.712.441,PAK,586
Pakistan,Asia,2007,65.483,169270617,260.594.758,PAK,586
Panama,Americas,1952,55.191,940080,2.480.380.334,PAN,591
Panama,Americas,1957,59.201,1063506,2.961.800.905,PAN,591
Panama,Americas,1962,61.817,1215725,3.536.540.301,PAN,591
Panama,Americas,1967,64.071,1405486,4.421.009.084,PAN,591
Panama,Americas,1972,6.621.600.000.000.000,1616384,53.642.496.630.000.000,PAN,591
Panama,Americas,1977,68.681,1839782,5.351.912.144,PAN,591
Panama,Americas,1982,70.472,2036305,7.009.601.598,PAN,591
Panama,Americas,1987,71.523,2253639,7.034.779.161,PAN,591
Panama,Americas,1992,72.462,2484997,661.874.305,PAN,591
Panama,Americas,1997,73.738,2734531,7.113.692.252,PAN,591
Panama,Americas,2002,74.712,2990875,7.356.031.934.000.000,PAN,591
Panama,Americas,2007,7.553.699.999.999.990,3242173,9.809.185.636,PAN,591
Paraguay,Americas,1952,62.648.999.999.999.900,1555876,19.523.087.010.000.000,PRY,600
Paraguay,Americas,1957,63.196.000.000.000.000,1770902,20.461.547.059.999.900,PRY,600
Paraguay,Americas,1962,64.361,2009813,2.148.027.146,PRY,600
Paraguay,Americas,1967,6.495.100.000.000.000,2287985,2.299.376.311,PRY,600
Paraguay,Americas,1972,65.815,2614104,2.523.337.977,PRY,600
Paraguay,Americas,1977,6.635.300.000.000.000,2984494,3.248.373.311,PRY,600
Paraguay,Americas,1982,66.874,3366439,42.585.036.039.999.900,PRY,600
Paraguay,Americas,1987,67.378,3886512,3.998.875.695,PRY,600
Paraguay,Americas,1992,68.225,4483945,4.196.411.078,PRY,600
Paraguay,Americas,1997,69.4,5154123,4.247.400.261,PRY,600
Paraguay,Americas,2002,70.755,5884491,3.783.674.243,PRY,600
Paraguay,Americas,2007,71.752,6667147,4.172.838.464,PRY,600
Peru,Americas,1952,43.902,8025700,3.758.523.437,PER,604
Peru,Americas,1957,46.263.000.000.000.000,9146100,4.245.256.697.999.990,PER,604
Peru,Americas,1962,49.096.000.000.000.000,10516500,4.957.037.982,PER,604
Peru,Americas,1967,51.445,12132200,578.809.333,PER,604
Peru,Americas,1972,55.448,13954700,5.937.827.283,PER,604
Peru,Americas,1977,58.446.999.999.999.900,15990099,6.281.290.854.999.990,PER,604
Peru,Americas,1982,61.406.000.000.000.000,18125129,6.434.501.797,PER,604
Peru,Americas,1987,64.134,20195924,63.609.434.439.999.900,PER,604
Peru,Americas,1992,66.458,22430449,4.446.380.924,PER,604
Peru,Americas,1997,6.838.600.000.000.000,24748122,5.838.347.657,PER,604
Peru,Americas,2002,69.906,26769436,5.909.020.073,PER,604
Peru,Americas,2007,71.421,28674757,7.408.905.561,PER,604
Philippines,Asia,1952,47.751.999.999.999.900,22438691,1.272.880.995,PHL,608
Philippines,Asia,1957,51.333.999.999.999.900,26072194,15.479.448.439.999.900,PHL,608
Philippines,Asia,1962,54.757,30325264,16.495.521.529.999.900,PHL,608
Philippines,Asia,1967,56.393,35356600,181.412.743,PHL,608
Philippines,Asia,1972,58.065,40850141,19.893.740.699.999.900,PHL,608
Philippines,Asia,1977,60.06,46850962,2.373.204.287,PHL,608
Philippines,Asia,1982,62.082,53456774,2.603.273.765,PHL,608
Philippines,Asia,1987,6.415.100.000.000.000,60017788,2.189.634.995,PHL,608
Philippines,Asia,1992,66.458,67185766,22.793.240.170.000.000,PHL,608
Philippines,Asia,1997,68.564,75012988,2.536.534.925,PHL,608
Philippines,Asia,2002,70.303,82995088,2.650.921.068,PHL,608
Philippines,Asia,2007,71.688,91077287,3.190.481.016,PHL,608
Poland,Europe,1952,61.31,25730551,40.293.296.990.000.000,POL,616
Poland,Europe,1957,65.77,28235346,4.734.253.019,POL,616
Poland,Europe,1962,67.64,30329617,5.338.752.143,POL,616
Poland,Europe,1967,69.61,31785378,6.557.152.776,POL,616
Poland,Europe,1972,70.85,33039545,8.006.506.993.000.000,POL,616
Poland,Europe,1977,70.67,34621254,9.508.141.454,POL,616
Poland,Europe,1982,71.32,36227381,8.451.531.004,POL,616
Poland,Europe,1987,70.98,37740710,9.082.351.172,POL,616
Poland,Europe,1992,70.99,38370697,7.738.881.247,POL,616
Poland,Europe,1997,72.75,38654957,1.015.958.368,POL,616
Poland,Europe,2002,74.67,38625976,1.200.223.908,POL,616
Poland,Europe,2007,75.563,38518241,15.389.924.680.000.000,POL,616
Portugal,Europe,1952,59.82,8526050,3.068.319.867,PRT,620
Portugal,Europe,1957,61.51,8817650,3.774.571.743,PRT,620
Portugal,Europe,1962,64.39,9019800,4.727.954.889,PRT,620
Portugal,Europe,1967,66.6,9103000,6.361.517.993,PRT,620
Portugal,Europe,1972,69.26,8970450,9.022.247.417,PRT,620
Portugal,Europe,1977,70.41,9662600,1.017.248.572,PRT,620
Portugal,Europe,1982,72.77,9859650,1.175.384.291,PRT,620
Portugal,Europe,1987,74.06,9915289,1.303.930.876,PRT,620
Portugal,Europe,1992,74.86,9927680,16.207.266.630.000.000,PRT,620
Portugal,Europe,1997,75.97,10156415,1.764.103.156,PRT,620
Portugal,Europe,2002,77.29,10433867,1.997.090.787,PRT,620
Portugal,Europe,2007,78.098,10642836,2.050.964.777,PRT,620
Puerto Rico,Americas,1952,64.28,2227000,3.081.959.785,PRI,630
Puerto Rico,Americas,1957,68.54,2260000,39.071.561.890.000.000,PRI,630
Puerto Rico,Americas,1962,69.62,2448046,510.834.463,PRI,630
Puerto Rico,Americas,1967,71.1,2648961,6.929.277.714,PRI,630
Puerto Rico,Americas,1972,72.16,2847132,9.123.041.742,PRI,630
Puerto Rico,Americas,1977,73.44,3080828,9.770.524.921,PRI,630
Puerto Rico,Americas,1982,73.75,3279001,1.033.098.915,PRI,630
Puerto Rico,Americas,1987,74.63,3444468,1.228.134.191,PRI,630
Puerto Rico,Americas,1992,73.911,3585176,14.641.587.109.999.900,PRI,630
Puerto Rico,Americas,1997,74.917,3759430,169.994.333,PRI,630
Puerto Rico,Americas,2002,77.778,3859606,18.855.606.180.000.000,PRI,630
Puerto Rico,Americas,2007,7.874.600.000.000.000,3942491,1.932.870.901,PRI,630
Reunion,Africa,1952,52.724,257700,2.718.885.295,REU,638
Reunion,Africa,1957,55.09,308700,2.769.451.844,REU,638
Reunion,Africa,1962,57.666.000.000.000.000,358900,317.372.334,REU,638
Reunion,Africa,1967,60.542,414024,40.211.757.390.000.000,REU,638
Reunion,Africa,1972,64.274,461633,5.047.658.563,REU,638
Reunion,Africa,1977,67.064,492095,4.319.804.067,REU,638
Reunion,Africa,1982,69.885,517810,5.267.219.353,REU,638
Reunion,Africa,1987,71.913,562035,5.303.377.488,REU,638
Reunion,Africa,1992,73.615,622191,61.012.558.229.999.900,REU,638
Reunion,Africa,1997,7.477.199.999.999.990,684810,6.071.941.411,REU,638
Reunion,Africa,2002,75.744,743981,63.161.652,REU,638
Reunion,Africa,2007,76.442,798094,7.670.122.558,REU,638
Romania,Europe,1952,61.05,16630000,3.144.613.186,ROU,642
Romania,Europe,1957,64.1,17829327,3.943.370.225,ROU,642
Romania,Europe,1962,66.8,18680721,47.349.975.859.999.900,ROU,642
Romania,Europe,1967,66.8,19284814,6.470.866.545,ROU,642
Romania,Europe,1972,69.21,20662648,8.011.414.401.999.990,ROU,642
Romania,Europe,1977,69.46,21658597,935.639.724,ROU,642
Romania,Europe,1982,69.66,22356726,9.605.314.053,ROU,642
Romania,Europe,1987,69.53,22686371,9.696.273.295,ROU,642
Romania,Europe,1992,69.36,22797027,6.598.409.903,ROU,642
Romania,Europe,1997,69.72,22562458,7.346.547.556.999.990,ROU,642
Romania,Europe,2002,71.322,22404337,7.885.360.081,ROU,642
Romania,Europe,2007,72.476,22276056,1.080.847.561,ROU,642
Rwanda,Africa,1952,40.0,2534927,49.332.387.520.000.000,RWA,646
Rwanda,Africa,1957,41.5,2822082,5.402.893.982.999.990,RWA,646
Rwanda,Africa,1962,43.0,3051242,5.974.730.727.000.000,RWA,646
Rwanda,Africa,1967,44.1,3451079,5.109.637.142,RWA,646
Rwanda,Africa,1972,44.6,3992121,5.905.806.637.999.990,RWA,646
Rwanda,Africa,1977,45.0,4657072,6.700.806.011,RWA,646
Rwanda,Africa,1982,46.218,5507565,8.815.706.467,RWA,646
Rwanda,Africa,1987,44.02,6349365,847.991.217,RWA,646
Rwanda,Africa,1992,23.599,7290203,7.370.685.949,RWA,646
Rwanda,Africa,1997,36.086.999.999.999.900,7212583,5.899.445.051,RWA,646
Rwanda,Africa,2002,43.413.000.000.000.000,7852401,7.856.537.647.999.990,RWA,646
Rwanda,Africa,2007,46.242,8860588,8.630.884.639.000.000,RWA,646
Sao Tome and Principe,Africa,1952,46.471.000.000.000.000,60011,8.795.835.855,STP,678
Sao Tome and Principe,Africa,1957,48.945,61325,8.607.369.026,STP,678
Sao Tome and Principe,Africa,1962,51.893,65345,1.071.551.119,STP,678
Sao Tome and Principe,Africa,1967,54.425,70787,1.384.840.593,STP,678
Sao Tome and Principe,Africa,1972,56.48,76595,1.532.985.254,STP,678
Sao Tome and Principe,Africa,1977,58.55,86796,1.737.561.657,STP,678
Sao Tome and Principe,Africa,1982,60.351.000.000.000.000,98593,18.902.181.170.000.000,STP,678
Sao Tome and Principe,Africa,1987,61.728,110812,1.516.525.457,STP,678
Sao Tome and Principe,Africa,1992,62.742,125911,1.428.777.814,STP,678
Sao Tome and Principe,Africa,1997,63.306.000.000.000.000,145608,1.339.076.036,STP,678
Sao Tome and Principe,Africa,2002,64.337,170372,135.309.239,STP,678
Sao Tome and Principe,Africa,2007,65.528,199579,1.598.435.089,STP,678
Saudi Arabia,Asia,1952,39.875,4005677,64.595.548.229.999.900,SAU,682
Saudi Arabia,Asia,1957,42.868,4419650,8.157.591.248.000.000,SAU,682
Saudi Arabia,Asia,1962,45.913.999.999.999.900,4943029,1.162.641.975,SAU,682
Saudi Arabia,Asia,1967,49.901,5618198,1.690.304.886,SAU,682
Saudi Arabia,Asia,1972,53.886,6472756,2.483.742.865,SAU,682
Saudi Arabia,Asia,1977,58.69,8128505,341.677.626,SAU,682
Saudi Arabia,Asia,1982,63.012,11254672,3.369.317.525,SAU,682
Saudi Arabia,Asia,1987,66.295,14619745,2.119.826.136,SAU,682
Saudi Arabia,Asia,1992,68.768,16945857,24.841.617.769.999.900,SAU,682
Saudi Arabia,Asia,1997,70.533,21229759,2.058.669.019,SAU,682
Saudi Arabia,Asia,2002,71.626,24501530,1.901.454.118,SAU,682
Saudi Arabia,Asia,2007,72.777,27601038,2.165.483.194,SAU,682
Senegal,Africa,1952,37.278,2755589,1.450.356.983,SEN,686
Senegal,Africa,1957,39.329,3054547,1.567.653.006,SEN,686
Senegal,Africa,1962,4.145.399.999.999.990,3430243,1.654.988.723,SEN,686
Senegal,Africa,1967,43.563,3965841,1.612.404.632,SEN,686
Senegal,Africa,1972,45.815,4588696,1.597.712.056,SEN,686
Senegal,Africa,1977,48.879,5260855,1.561.769.116,SEN,686
Senegal,Africa,1982,52.379,6147783,1.518.479.984,SEN,686
Senegal,Africa,1987,55.769,7171347,144.172.072,SEN,686
Senegal,Africa,1992,58.196.000.000.000.000,8307920,1.367.899.369,SEN,686
Senegal,Africa,1997,60.187,9535314,1.392.368.347,SEN,686
Senegal,Africa,2002,61.6,10870037,1.519.635.262,SEN,686
Senegal,Africa,2007,63.062,12267493,17.124.721.359.999.900,SEN,686
Serbia,Europe,1952,57.996,6860147,35.814.594.479.999.900,SRB,688
Serbia,Europe,1957,61.685,7271135,4.981.090.891,SRB,688
Serbia,Europe,1962,64.531,7616060,6.289.629.157,SRB,688
Serbia,Europe,1967,66.914,7971222,7.991.707.066,SRB,688
Serbia,Europe,1972,68.7,8313288,10.522.067.490.000.000,SRB,688
Serbia,Europe,1977,70.3,8686367,1.298.066.956,SRB,688
Serbia,Europe,1982,7.016.199.999.999.990,9032824,151.810.927,SRB,688
Serbia,Europe,1987,71.218,9230783,15.870.878.509.999.900,SRB,688
Serbia,Europe,1992,7.165.899.999.999.990,9826397,9.325.068.238,SRB,688
Serbia,Europe,1997,72.232,10336594,7.914.320.304.000.000,SRB,688
Serbia,Europe,2002,7.321.300.000.000.000,10111559,7.236.075.251,SRB,688
Serbia,Europe,2007,74.002,10150265,9.786.534.714,SRB,688
Sierra Leone,Africa,1952,30.331,2143249,8.797.877.358,SLE,694
Sierra Leone,Africa,1957,31.57,2295678,1.004.484.437,SLE,694
Sierra Leone,Africa,1962,32.766.999.999.999.900,2467895,11.166.398.769.999.900,SLE,694
Sierra Leone,Africa,1967,34.113,2662190,1.206.043.465,SLE,694
Sierra Leone,Africa,1972,35.4,2879013,1.353.759.762,SLE,694
Sierra Leone,Africa,1977,36.788.000.000.000.000,3140897,1.348.285.159,SLE,694
Sierra Leone,Africa,1982,38.445,3464522,1.465.010.784,SLE,694
Sierra Leone,Africa,1987,40.006,3868905,12.944.477.880.000.000,SLE,694
Sierra Leone,Africa,1992,38.333,4260884,1.068.696.278,SLE,694
Sierra Leone,Africa,1997,39.897,4578212,5.746.481.576,SLE,694
Sierra Leone,Africa,2002,41.012,5359092,6.994.897.129.999.990,SLE,694
Sierra Leone,Africa,2007,42.568.000.000.000.000,6144562,8.625.407.561.000.000,SLE,694
Singapore,Asia,1952,60.396,1127000,2.315.138.227,SGP,702
Singapore,Asia,1957,63.178.999.999.999.900,1445929,2.843.104.409,SGP,702
Singapore,Asia,1962,65.798,1750200,3.674.735.572,SGP,702
Singapore,Asia,1967,67.946,1977600,497.741.854,SGP,702
Singapore,Asia,1972,69.521,2152400,8.597.756.202,SGP,702
Singapore,Asia,1977,70.795,2325300,1.121.008.948,SGP,702
Singapore,Asia,1982,71.76,2651869,15.169.161.119.999.900,SGP,702
Singapore,Asia,1987,73.56,2794552,1.886.153.081,SGP,702
Singapore,Asia,1992,75.788,3235865,247.698.912,SGP,702
Singapore,Asia,1997,77.158,3802309,335.194.766,SGP,702
Singapore,Asia,2002,78.77,4197776,360.231.054,SGP,702
Singapore,Asia,2007,79.972,4553009,47.143.179.639.999.900,SGP,702
Slovak Republic,Europe,1952,64.36,3558137,5.074.659.104,SVK,703
Slovak Republic,Europe,1957,67.45,3844277,60.932.629.799.999.900,SVK,703
Slovak Republic,Europe,1962,70.33,4237384,74.811.075.980.000.000,SVK,703
Slovak Republic,Europe,1967,70.98,4442238,8.412.902.397,SVK,703
Slovak Republic,Europe,1972,70.35,4593433,9.674.167.626,SVK,703
Slovak Republic,Europe,1977,70.45,4827803,10.922.664.040.000.000,SVK,703
Slovak Republic,Europe,1982,70.8,5048043,1.134.854.585,SVK,703
Slovak Republic,Europe,1987,71.08,5199318,1.203.726.758,SVK,703
Slovak Republic,Europe,1992,71.38,5302888,9.498.467.723,SVK,703
Slovak Republic,Europe,1997,72.71,5383010,1.212.623.065,SVK,703
Slovak Republic,Europe,2002,73.8,5410052,13.638.778.369.999.900,SVK,703
Slovak Republic,Europe,2007,74.663,5447502,1.867.831.435,SVK,703
Slovenia,Europe,1952,65.57,1489518,4.215.041.741,SVN,705
Slovenia,Europe,1957,67.85,1533070,5.862.276.629,SVN,705
Slovenia,Europe,1962,69.15,1582962,7.402.303.395,SVN,705
Slovenia,Europe,1967,69.18,1646912,9.405.489.397,SVN,705
Slovenia,Europe,1972,69.82,1694510,123.834.862,SVN,705
Slovenia,Europe,1977,70.97,1746919,15.277.030.169.999.900,SVN,705
Slovenia,Europe,1982,71.063,1861252,1.786.672.175,SVN,705
Slovenia,Europe,1987,72.25,1945870,1.867.853.492,SVN,705
Slovenia,Europe,1992,73.64,1999210,1.421.471.681,SVN,705
Slovenia,Europe,1997,75.13,2011612,1.716.110.735,SVN,705
Slovenia,Europe,2002,76.66,2011497,2.066.001.936,SVN,705
Slovenia,Europe,2007,77.926,2009245,2.576.825.759,SVN,705
Somalia,Africa,1952,32.978,2526994,1.135.749.842,SOM,706
Somalia,Africa,1957,34.977,2780415,12.581.474.130.000.000,SOM,706
Somalia,Africa,1962,36.981,3080153,1.369.488.336,SOM,706
Somalia,Africa,1967,38.977,3428839,12.847.331.800.000.000,SOM,706
Somalia,Africa,1972,40.973,3840161,1.254.576.127,SOM,706
Somalia,Africa,1977,41.974,4353666,14.509.925.130.000.000,SOM,706
Somalia,Africa,1982,42.955,5828892,1.176.807.031,SOM,706
Somalia,Africa,1987,44.501.000.000.000.000,6921858,1.093.244.963,SOM,706
Somalia,Africa,1992,39.658,6099799,9.269.602.964,SOM,706
Somalia,Africa,1997,43.795,6633514,9.305.964.284,SOM,706
Somalia,Africa,2002,4.593.600.000.000.000,7753310,8.820.818.218.000.000,SOM,706
Somalia,Africa,2007,48.159,9118773,9.261.410.683,SOM,706
South Africa,Africa,1952,4.500.899.999.999.990,14264935,4.725.295.531.000.000,ZAF,710
South Africa,Africa,1957,47.985,16151549,5.487.104.219,ZAF,710
South Africa,Africa,1962,49.951,18356657,5.768.729.717,ZAF,710
South Africa,Africa,1967,51.927,20997321,7.114.477.970.999.990,ZAF,710
South Africa,Africa,1972,53.696.000.000.000.000,23935810,7.765.962.636,ZAF,710
South Africa,Africa,1977,55.527,27129932,8.028.651.439,ZAF,710
South Africa,Africa,1982,58.161,31140029,8.568.266.228,ZAF,710
South Africa,Africa,1987,60.833.999.999.999.900,35933379,7.825.823.398,ZAF,710
South Africa,Africa,1992,61.888.000.000.000.000,39964159,72.250.692.579.999.900,ZAF,710
South Africa,Africa,1997,60.236.000.000.000.000,42835005,7.479.188.244,ZAF,710
South Africa,Africa,2002,53.365,44433622,7.710.946.444,ZAF,710
South Africa,Africa,2007,49.339,43997828,9.269.657.808,ZAF,710
Spain,Europe,1952,64.94,28549870,38.340.347.420.000.000,ESP,724
Spain,Europe,1957,66.66,29841614,456.480.241,ESP,724
Spain,Europe,1962,69.69,31158061,5.693.843.879,ESP,724
Spain,Europe,1967,71.44,32850275,7.993.512.294,ESP,724
Spain,Europe,1972,73.06,34513161,1.063.875.131,ESP,724
Spain,Europe,1977,74.39,36439000,1.323.692.117,ESP,724
Spain,Europe,1982,76.3,37983310,13.926.169.969.999.900,ESP,724
Spain,Europe,1987,76.9,38880702,1.576.498.313,ESP,724
Spain,Europe,1992,77.57,39549438,1.860.306.452,ESP,724
Spain,Europe,1997,78.77,39855442,2.044.529.896,ESP,724
Spain,Europe,2002,79.78,40152517,2.483.547.166,ESP,724
Spain,Europe,2007,80.941,40448191,288.210.637,ESP,724
Sri Lanka,Asia,1952,57.593,7982342,108.353.203,LKA,144
Sri Lanka,Asia,1957,61.456,9128546,1.072.546.602,LKA,144
Sri Lanka,Asia,1962,62.192,10421936,10.744.719.599.999.900,LKA,144
Sri Lanka,Asia,1967,64.266,11737396,1.135.514.326,LKA,144
Sri Lanka,Asia,1972,65.042,13016733,121.339.553,LKA,144
Sri Lanka,Asia,1977,65.949,14116836,1.348.775.651,LKA,144
Sri Lanka,Asia,1982,68.757,15410151,16.480.797.890.000.000,LKA,144
Sri Lanka,Asia,1987,6.901.100.000.000.000,16495304,1.876.766.827,LKA,144
Sri Lanka,Asia,1992,7.037.899.999.999.990,17587060,21.537.392.219.999.900,LKA,144
Sri Lanka,Asia,1997,70.457,18698655,2.664.477.257,LKA,144
Sri Lanka,Asia,2002,70.815,19576783,30.153.788.329.999.900,LKA,144
Sri Lanka,Asia,2007,72.396,20378239,39.700.954.070.000.000,LKA,144
Sudan,Africa,1952,38.635,8504667,1.615.991.129,SDN,736
Sudan,Africa,1957,39.624,9753392,17.703.370.739.999.900,SDN,736
Sudan,Africa,1962,40.87,11183227,1.959.593.767,SDN,736
Sudan,Africa,1967,42.858.000.000.000.000,12716129,1.687.997.641,SDN,736
Sudan,Africa,1972,45.083,14597019,1.659.652.775,SDN,736
Sudan,Africa,1977,47.8,17104986,22.029.884.230.000.000,SDN,736
Sudan,Africa,1982,50.338,20367053,1.895.544.073,SDN,736
Sudan,Africa,1987,51.744,24725960,1.507.819.159,SDN,736
Sudan,Africa,1992,53.556.000.000.000.000,28227588,1.492.197.043,SDN,736
Sudan,Africa,1997,55.373.000.000.000.000,32160729,16.322.107.640.000.000,SDN,736
Sudan,Africa,2002,56.369,37090298,1.993.398.314,SDN,736
Sudan,Africa,2007,58.556.000.000.000.000,42292929,2.602.394.995,SDN,736
Swaziland,Africa,1952,41.407,290243,1.148.376.626,SWZ,748
Swaziland,Africa,1957,43.424,326741,1.244.708.364,SWZ,748
Swaziland,Africa,1962,44.992,370006,1.856.182.125,SWZ,748
Swaziland,Africa,1967,46.633,420690,26.131.016.649.999.900,SWZ,748
Swaziland,Africa,1972,49.552,480105,3.364.836.625,SWZ,748
Swaziland,Africa,1977,52.537,551425,3.781.410.618,SWZ,748
Swaziland,Africa,1982,5.556.100.000.000.000,649901,3.895.384.018,SWZ,748
Swaziland,Africa,1987,57.678.000.000.000.000,779348,39.848.398.119.999.900,SWZ,748
Swaziland,Africa,1992,58.474,962344,35.530.224,SWZ,748
Swaziland,Africa,1997,54.288.999.999.999.900,1054486,38.767.684.600.000.000,SWZ,748
Swaziland,Africa,2002,43.869,1130269,4.128.116.943,SWZ,748
Swaziland,Africa,2007,39.613,1133066,4.513.480.643,SWZ,748
Sweden,Europe,1952,71.86,7124673,8.527.844.662.000.000,SWE,752
Sweden,Europe,1957,72.49,7363802,9.911.878.226,SWE,752
Sweden,Europe,1962,73.37,7561588,12.329.441.920.000.000,SWE,752
Sweden,Europe,1967,74.16,7867931,1.525.829.697,SWE,752
Sweden,Europe,1972,74.72,8122293,1.783.202.464,SWE,752
Sweden,Europe,1977,75.44,8251648,1.885.572.521,SWE,752
Sweden,Europe,1982,76.42,8325260,2.066.738.125,SWE,752
Sweden,Europe,1987,77.19,8421403,2.358.692.927,SWE,752
Sweden,Europe,1992,78.16,8718867,2.388.001.683,SWE,752
Sweden,Europe,1997,79.39,8897619,2.526.659.499,SWE,752
Sweden,Europe,2002,80.04,8954175,29.341.630.930.000.000,SWE,752
Sweden,Europe,2007,80.884,9031088,3.385.974.835,SWE,752
Switzerland,Europe,1952,69.62,4815000,1.473.423.275,CHE,756
Switzerland,Europe,1957,70.56,5126000,1.790.948.973,CHE,756
Switzerland,Europe,1962,71.32,5666000,204.310.927,CHE,756
Switzerland,Europe,1967,72.77,6063000,2.296.614.432,CHE,756
Switzerland,Europe,1972,73.78,6401400,27.195.113.039.999.900,CHE,756
Switzerland,Europe,1977,75.39,6316424,2.698.229.052,CHE,756
Switzerland,Europe,1982,76.21,6468126,28.397.715.119.999.900,CHE,756
Switzerland,Europe,1987,77.41,6649942,30.281.704.589.999.900,CHE,756
Switzerland,Europe,1992,78.03,6995447,318.715.303,CHE,756
Switzerland,Europe,1997,79.37,7193761,32.135.323.010.000.000,CHE,756
Switzerland,Europe,2002,80.62,7361757,3.448.095.771,CHE,756
Switzerland,Europe,2007,8.170.100.000.000.000,7554661,37.506.419.069.999.900,CHE,756
Syria,Asia,1952,45.883,3661549,1.643.485.354,SYR,760
Syria,Asia,1957,48.284,4149908,2.117.234.893,SYR,760
Syria,Asia,1962,50.305,4834621,2.193.037.133,SYR,760
Syria,Asia,1967,53.655,5680812,1.881.923.632,SYR,760
Syria,Asia,1972,5.729.600.000.000.000,6701172,2.571.423.014,SYR,760
Syria,Asia,1977,61.195,7932503,3.195.484.582,SYR,760
Syria,Asia,1982,64.59,9410494,37.618.377.149.999.900,SYR,760
Syria,Asia,1987,6.697.399.999.999.990,11242847,3.116.774.285,SYR,760
Syria,Asia,1992,69.249,13219062,3.340.542.768,SYR,760
Syria,Asia,1997,71.527,15081016,4.014.238.972,SYR,760
Syria,Asia,2002,73.053,17155814,40.909.253.310.000.000,SYR,760
Syria,Asia,2007,74.143,19314747,4.184.548.089,SYR,760
Taiwan,Asia,1952,58.5,8550362,1.206.947.913,TWN,158
Taiwan,Asia,1957,62.4,10164215,150.786.129,TWN,158
Taiwan,Asia,1962,65.2,11918938,1.822.879.028,TWN,158
Taiwan,Asia,1967,67.5,13648692,26.438.586.809.999.900,TWN,158
Taiwan,Asia,1972,69.39,15226039,4.062.523.897,TWN,158
Taiwan,Asia,1977,70.59,16785196,5.596.519.826,TWN,158
